strongs_number,original_word,testament,language,part_of_speech,english_meaning,telugu_meaning,occurrences
H6996,קָטָן קָטוֹן,Old Testament,Hebrew,adjective,"i.e. diminutive, literally (in quantity, size or number) or figuratively (in age or importance)",,101
H6997,קָטָן,Old Testament,Hebrew,noun proper,an Israelite,,1
H6998,קָטַף,Old Testament,Hebrew,verb,"cut down (up), pluck.",,5
H6999,קָטַר,Old Testament,Hebrew,adjective,i.e. turn into fragrance by fire (especially as an act of worship),,117
H7000,קָטַר,Old Testament,Hebrew,verb,to inclose,,1
A7001,קְטַר,Old Testament,Aramaic,noun,also a vertebra (as if a knot),,3
H7002,קִטֵּר,Old Testament,Hebrew,noun,perfume,,1
H7003,קִטרוֹן,Old Testament,Hebrew,noun location,a place in Israel,,1
H7004,קְטוֹרֶת,Old Testament,Hebrew,noun,perfume.,,60
H7005,קַטָּת,Old Testament,Hebrew,noun location,a place in Israel,,1
H7006,קָיָה,Old Testament,Hebrew,verb,to vomit,,1
A7007,קַיִט,Old Testament,Aramaic,noun,harvest,,1
H7008,קִיטּוֹר קִיטּוֹר,Old Testament,Hebrew,noun,i.e. cloud,,4
H7009,קִים,Old Testament,Hebrew,noun,i.e. (collectively) enemies,,1
A7010,קְיָם,Old Testament,Aramaic,noun,statute.,,2
A7011,קַיָם,Old Testament,Aramaic,adjective,sure.,,2
H7012,קִימָה,Old Testament,Hebrew,noun,an arising,,1
H7013,קַיִן,Old Testament,Hebrew,noun,a lance (as striking fast),,1
H7014,קַיִן,Old Testament,Hebrew,noun proper,"the name of the first child, also of a place in Israel, and of an Oriental tribe",,18
H7015,קִינָה,Old Testament,Hebrew,noun,a dirge (as accompanied by beating the breasts or on instruments),,18
H7016,קִינָה,Old Testament,Hebrew,noun location,a place in Israel,,1
H7017,קֵינִי קִינִי,Old Testament,Hebrew,adjective,a Kenite or member of the tribe of Kajin,,13
H7018,קֵינָן,Old Testament,Hebrew,noun proper,an antediluvian,,6
H7019,קַיִץ,Old Testament,Hebrew,noun,whether the product (grain or fruit) or the (dry) season,,20
H7020,קִיצּוֹן,Old Testament,Hebrew,adjective,terminal,,4
H7021,קִיקָיוֹן,Old Testament,Hebrew,noun,the gourd (as nauseous),,5
H7022,קִיקָלוֹן,Old Testament,Hebrew,noun,intense disgrace,,1
H7023,קִיר קִר קִירָה,Old Testament,Hebrew,noun,"side, town, X very, wall.",,74
H7024,קִיר,Old Testament,Hebrew,noun location,also one in Moab,,5
H7025,קִיר חֶרֶשׂ קִיר חֲרֶשֶׂת,Old Testament,Hebrew,noun location,a place in Moab,,5
H7026,קֵירוֹס קֵרוֹס,Old Testament,Hebrew,noun proper,one of the Nethinim,,2
H7027,קִישׁ,Old Testament,Hebrew,noun proper,the name of five Israelites,,21
H7028,קִישׁוֹן,Old Testament,Hebrew,noun location,a river of Israel,,6
H7029,קִישִׁי,Old Testament,Hebrew,noun proper,an Israelite,,1
A7030,קִיתָּרוֹס,Old Testament,Aramaic,noun,a lyre,,4
H7031,קַל,Old Testament,Hebrew,adjective,swift(-ly).,,13
A7032,קָל,Old Testament,Aramaic,noun,voice,,7
H7033,קָלָה,Old Testament,Hebrew,verb,i.e. scorch partially or slowly,,4
H7034,קָלָה,Old Testament,Hebrew,verb,"but figuratively, only (be (causatively, hold) in contempt)",,6
H7035,קָלַהּ,Old Testament,Hebrew,verb,to assemble,,1
H7036,קָלוֹן,Old Testament,Hebrew,noun,"dishonour, ignominy, reproach, shame.",,17
H7037,קַלַּחַת,Old Testament,Hebrew,noun,a kettle,,2
H7038,קָלַט,Old Testament,Hebrew,verb,to maim,,1
H7039,קָלִי קָלִיא,Old Testament,Hebrew,noun,roasted ears of grain,,6
H7040,קַלַּי,Old Testament,Hebrew,noun proper,an Israelite,,1
H7041,קֵלָיָה,Old Testament,Hebrew,noun proper,an Israelite,,1
H7042,קְלִיטָּא,Old Testament,Hebrew,noun proper,the name of three Israelites,,3
H7043,קָלַל,Old Testament,Hebrew,verb,"make) light, literally (swift, small, sharp, etc.) or figuratively (easy, trifling, vile, etc.)",,82
H7044,קָלָל,Old Testament,Hebrew,adjective,polished.,,2
H7045,קְלָלָה,Old Testament,Hebrew,noun,- ing).,,33
H7046,קָלַס,Old Testament,Hebrew,verb,i.e. ridicule,,4
H7047,קֶלֶס,Old Testament,Hebrew,noun,a laughing-stock,,3
H7048,קַלָּסָה,Old Testament,Hebrew,noun,ridicule,,1
H7049,קָלַע,Old Testament,Hebrew,verb,sling (out),,7
H7050,קֶלַע,Old Testament,Hebrew,noun,or the valve (of the door) itself,,22
H7051,קַלָּע,Old Testament,Hebrew,noun,a slinger,,1
H7052,קְלוֹקֵל,Old Testament,Hebrew,adjective,insubstantial,,1
H7053,קִלְּשׁוֹן,Old Testament,Hebrew,noun,i.e. hay-fork,,1
H7054,קָמָה,Old Testament,Hebrew,noun,i.e. a stalk of grain,,10
H7055,קְמוּאֵל,Old Testament,Hebrew,noun proper,"the name of a relative of Abraham, and of two Israelites",,3
H7056,קָמוֹן,Old Testament,Hebrew,noun location,a place East of the Jordan,,1
H7057,קִמּוֹשׁ קִימוֹשׁ,Old Testament,Hebrew,noun,a prickly plant,,2
H7058,קֶמַח,Old Testament,Hebrew,noun,meal.,,14
H7059,קָמַט,Old Testament,Hebrew,verb,i.e. destroy,,2
H7060,קָמַל,Old Testament,Hebrew,verb,wither.,,2
H7061,קָמַץ,Old Testament,Hebrew,verb,to grasp with the hand,,3
H7062,קוֹמֶץ,Old Testament,Hebrew,noun,i.e. handful,,4
H7063,קִמָּשׁוֹן,Old Testament,Hebrew,noun,a prickly plant,,1
H7064,קֵן,Old Testament,Hebrew,noun,(figuratively) a chamber or dwelling,,13
H7065,קָנָא,Old Testament,Hebrew,verb,"make) zealous, i.e. (in a bad sense) jealous or envious",,32
A7066,קְנָא,Old Testament,Aramaic,verb,to purchase,,1
H7067,קַנָּא,Old Testament,Hebrew,adjective,jealous,,6
H7068,קִנאָה,Old Testament,Hebrew,noun,"jealousy, X sake, zeal.",,44
H7069,קָנָה,Old Testament,Hebrew,verb,"by extension, to procure, especially by purchase (causatively, sell); (by implication) to own",,86
H7070,קָנֶה,Old Testament,Hebrew,noun,"shaft, tube, stem, the radius (of the arm), beam (of a steelyard)",,62
H7071,קָנָה,Old Testament,Hebrew,noun location,the name of a stream and of a place in Israel,,3
H7072,קַנּוֹא,Old Testament,Hebrew,adjective,jealous or angry,,2
H7073,קְנַז,Old Testament,Hebrew,noun proper,the name of an Edomite and of two Israelites,,11
H7074,קְנִזִּי,Old Testament,Hebrew,noun proper,Kenizzites,,4
H7075,קִניָן,Old Testament,Hebrew,noun,"purchase, wealth",,10
H7076,קִנָּמוֹן,Old Testament,Hebrew,noun,cinnamon bark (as in upright rolls),,3
H7077,קָנַן,Old Testament,Hebrew,verb,i.e. build or occupy as a nest,,6
H7078,קֶנֶץ,Old Testament,Hebrew,noun,perversion,,1
H7079,קְנָת,Old Testament,Hebrew,noun location,a place East of the Jordan,,2
H7080,קָסַם,Old Testament,Hebrew,verb,(by implication) to divine,,22
H7081,קֶסֶם,Old Testament,Hebrew,noun,"divine sentence, witchcraft.",,11
H7082,קָסַס,Old Testament,Hebrew,verb,to lop off,,1
H7083,קֶסֶת,Old Testament,Hebrew,noun,i.e. an ink-stand,,3
H7084,קְעִילָה,Old Testament,Hebrew,noun location,a place in Israel,,18
H7085,קַעֲקַע,Old Testament,Hebrew,noun,an incision or gash,,1
H7086,קְעָרָה,Old Testament,Hebrew,noun,dish.,,17
H7087,קָפָא,Old Testament,Hebrew,noun,"i.e. thicken (as unracked wine, curdled milk, clouded sky, frozen water)",,5
H7088,קָפַד,Old Testament,Hebrew,verb,i.e. roll together,,1
H7089,קְפָדָה,Old Testament,Hebrew,noun,"i.e., terror",,1
H7090,קִפּוֹד קִפּוֹד,Old Testament,Hebrew,noun,perhaps the bittern (from its contracted form),,3
H7091,קִפּוֹז,Old Testament,Hebrew,noun,i.e. spring forward],,1
H7092,קָפַץ,Old Testament,Hebrew,verb,(by implication) to leap (by contracting the limbs); (specifically) to die (from gathering up the feet),,7
H7093,קֵץ,Old Testament,Hebrew,noun,"(utmost) border, end, (in-)finite, X process.",,68
H7094,קָצַב,Old Testament,Hebrew,verb,shorn.,,2
H7095,קֶצֶב,Old Testament,Hebrew,noun,size.,,3
H7096,קָצָה,Old Testament,Hebrew,verb,"cut short, scrape (off).",,5
H7097,קָצֶה קֵצֶה,Old Testament,Hebrew,noun,"border, brim, brink, edge, end, (in-)finite, frontier, outmost coast, quarter, shore, (out-)side, X some, ut(-ter-)most (part).",,96
H7098,קָצָה,Old Testament,Hebrew,noun,"corner, (selv-)edge, lowest, (uttermost) participle",,38
H7099,קֶצֶו קִצוָה,Old Testament,Hebrew,noun,but with less variety),,5
H7100,קֶצַח,Old Testament,Hebrew,noun,fennelflower (from its pungency),,3
H7101,קָצִין,Old Testament,Hebrew,noun,"guide, prince, ruler.",,12
H7102,קְצִיעָה,Old Testament,Hebrew,noun,cassia (as peeled; plural the bark),,1
H7103,קְצִיעָה,Old Testament,Hebrew,noun proper,a daughter of Job,,1
H7104,קְצִיצּ,Old Testament,Hebrew,noun location,a valley in Israel,,1
H7105,קָצִיר,Old Testament,Hebrew,noun,"also a limb (of a tree, or simply foliage)",,54
H7106,קָצַע,Old Testament,Hebrew,verb,(by implication) to segregate (as an angle),,2
H7107,קָצַף,Old Testament,Hebrew,verb,i.e. (figuratively) burst out in rage,,34
A7108,קְצַף,Old Testament,Aramaic,verb,to become enraged,,1
A7109,קְצַף,Old Testament,Aramaic,noun,rage,,1
H7110,קֶצֶף,Old Testament,Hebrew,noun,"indignation, X sore, wrath.",,29
H7111,קְצָפָה,Old Testament,Hebrew,noun,a fragment,,1
H7112,קָצַץ,Old Testament,Hebrew,verb,"in pieces, in sunder, off), X utmost.",,14
A7113,קְצַץ,Old Testament,Aramaic,verb,cut off,,1
H7114,קָצַר,Old Testament,Hebrew,verb,קצר,,51
H7115,קוֹצֶר,Old Testament,Hebrew,noun,i.e. impatience,,1
H7116,קָצֵר,Old Testament,Hebrew,adjective,"number, life, strength or temper)",,5
H7117,קְצָת,Old Testament,Hebrew,noun,with prepositional prefix) after,,5
A7118,קְצָת,Old Testament,Aramaic,noun,partly,,3
H7119,קַר,Old Testament,Hebrew,adjective,excellent (from the margin).,,3
H7120,קוֹר,Old Testament,Hebrew,noun,cold,,1
H7121,קָרָא,Old Testament,Hebrew,verb,"address by name, but used in a wide variety of applications)","కాల్ చేయడానికి (అంటే సరిగ్గా, పేరు ద్వారా చిరునామా, కానీ అనేక రకాల అప్లికేషన్లలో ఉపయోగించబడుతుంది)",736
H7122,קָרָא,Old Testament,Hebrew,verb,"(by) chance, (cause to) come (upon), fall out, happen, meet",,37
A7123,קְרָא,Old Testament,Aramaic,verb,"cry, read",,11
H7124,קוֹרֵא,Old Testament,Hebrew,noun,i.e. partridge (from its cry),,2
H7125,קִראָה,Old Testament,Hebrew,noun,"accidental, friendly or hostile (also adverbially, opposite)",,100
H7126,קָרַב,Old Testament,Hebrew,verb,bring near) for whatever purpose,,284
A7127,קְרֵב,Old Testament,Aramaic,verb,"come (near, nigh), draw near",,9
H7128,קְרָב,Old Testament,Hebrew,noun,war.,,9
A7129,קְרָב,Old Testament,Aramaic,noun,war,,1
H7130,קֶרֶב,Old Testament,Hebrew,noun,"i.e. the center, whether literal, figurative or adverbial (especially with preposition)",,227
H7131,קָרֵב,Old Testament,Hebrew,adjective,"come (near, nigh), draw near.",,8
H7132,קְרָבָה,Old Testament,Hebrew,noun,draw near.,,2
H7133,קָרבָּן קוּרבָּן,Old Testament,Hebrew,noun,i.e. a sacrificial present,,82
H7134,קַרדּוֹם,Old Testament,Hebrew,noun,an axe,,5
H7135,קָרָה,Old Testament,Hebrew,noun,coolness,,5
H7136,קָרָה,Old Testament,Hebrew,verb,"specifically, to impose timbers (for roof or floor)",,27
H7137,קָרֶה,Old Testament,Hebrew,noun,i.e. some accidental (ceremonial) disqualification,,1
H7138,קָרוֹב קָרוֹב,Old Testament,Hebrew,adjective,kindred or time),,77
H7139,קָרַח,Old Testament,Hebrew,verb,to depilate,,6
H7140,קֶרַח קוֹרַח,Old Testament,Hebrew,noun,"(hence) hail; by resemblance, rock crystal",,7
H7141,קוֹרַח,Old Testament,Hebrew,noun proper,the name of two Edomites and three Israelites,,37
H7142,קֵרֵַח,Old Testament,Hebrew,adjective,bald (on the back of the head),,3
H7143,קָרֵַח,Old Testament,Hebrew,noun proper,an Israelite,,14
H7144,קָרחָה קָרחָא,Old Testament,Hebrew,noun,X utterly.,,11
H7145,קָרחִי,Old Testament,Hebrew,noun proper,"Korathite, sons of Kore, Korhite.",,8
H7146,קָרַחַת,Old Testament,Hebrew,noun,bare within.,,4
H7147,קְרִי,Old Testament,Hebrew,noun,hostile encounter,,7
H7148,קָרִיא,Old Testament,Hebrew,adjective,i.e. select,,3
A7149,קִריָא קִריָה,Old Testament,Aramaic,noun,a city,,9
H7150,קְרִיאָה,Old Testament,Hebrew,noun,a proclamation,,1
H7151,קִריָה,Old Testament,Hebrew,noun,i.e. building],,36
H7152,קְרִיוֹת,Old Testament,Hebrew,noun location,the name of two places in Israel,,4
H7153,קִריַת אַרבַּע קִריַת הָאַרבַּע,Old Testament,Hebrew,noun location,"Kirjath-Arba or Kirjath-ha-Arba, a place in Israel",,9
H7154,קִריַת בַּעַל,Old Testament,Hebrew,noun location,a place in Israel,,2
H7155,קִריַת חוּצוֹת,Old Testament,Hebrew,noun location,a place in Moab,,1
H7156,קִריָתַיִם,Old Testament,Hebrew,noun location,the name of two placed in Israel,,7
H7157,קִריַת יְעָרִים קִריַת עָרִים,Old Testament,Hebrew,noun location,"Kirjath-Jearim or Kirjath-Arim, a place in Israel",,13
H7158,קִריַת סַנָּה קִריַת סֵפֶר,Old Testament,Hebrew,noun location,"Kirjath-Sannah or Kirjath-Sepher, a place in Israel",,5
H7159,קָרַם,Old Testament,Hebrew,verb,to cover,,2
H7160,קָרַן,Old Testament,Hebrew,verb,(figuratively) rays,,4
H7161,קֶרֶן,Old Testament,Hebrew,noun,(figuratively) power,,76
A7162,קֶרֶן,Old Testament,Aramaic,noun,cornet.,,14
H7163,קֶרֶן הַפּוּך,Old Testament,Hebrew,noun proper,one of Job's daughters,,1
H7164,קָרַס,Old Testament,Hebrew,verb,"to hunch, i.e. be hump-backed",,2
H7165,קֶרֶס,Old Testament,Hebrew,noun,a knob or belaying-pin (from its swelling form),,10
H7166,קַרסוֹל,Old Testament,Hebrew,noun,an ankle (as a protuberance or joint),,2
H7167,קָרַע,Old Testament,Hebrew,verb,"literally or figuratively (revile, paint the eyes, as if enlarging them)",,63
H7168,קֶרַע,Old Testament,Hebrew,noun,rag.,,4
H7169,קָרַץ,Old Testament,Hebrew,verb,"i.e. (partially) to bite the lips, blink the eyes (as a gesture of malice), or (fully) to squeeze off (a piece of clay in order to mould a vessel from it)",,5
A7170,קְרַץ,Old Testament,Aramaic,noun,i.e. chew him up (figuratively) by slander)],,2
H7171,קֶרֶץ,Old Testament,Hebrew,noun,extirpation (as if by constriction),,1
H7172,קַרקַע,Old Testament,Hebrew,noun,of a building or the sea,,8
H7173,קַרקַע,Old Testament,Hebrew,noun location,a place in Israel,,1
H7174,קַרקוֹר,Old Testament,Hebrew,noun location,a place East of the Jordan,,1
H7175,קֶרֶשׁ,Old Testament,Hebrew,noun,board.,,51
H7176,קֶרֶת,Old Testament,Hebrew,noun,a city,,5
H7177,קַרתָּה,Old Testament,Hebrew,noun location,a place in Israel,,1
H7178,קַרתָּן,Old Testament,Hebrew,noun location,a place in Israel,,1
H7179,קַשׁ,Old Testament,Hebrew,noun,straw (as dry),,16
H7180,קִשּׁוּא,Old Testament,Hebrew,noun,a cucumber (from the difficulty of digestion),,1
H7181,קָשַׁב,Old Testament,Hebrew,verb,i.e. hearken,,46
H7182,קֶשֶׁב,Old Testament,Hebrew,noun,"hearing, much heed, that regarded.",,4
H7183,קַשָּׁב קַשּׁוּב,Old Testament,Hebrew,adjective,hearkening,,5
H7184,קָשָׂה קַשׂוָה,Old Testament,Hebrew,noun,cup.,,4
H7185,קָשָׁה,Old Testament,Hebrew,verb,i.e. tough or severe (in various applications),,28
H7186,קָשֶׁה,Old Testament,Hebrew,adjective,"cruel, grievous, hard((-hearted), thing), heavy, + impudent, obstinate, prevailed, rough(-ly), sore, sorrowful, stiff((necked)), stubborn, + in trouble.",,36
A7187,קְשׁוֹט קְשׁוֹט,Old Testament,Aramaic,noun,fidelity,,2
H7188,קָשַׁח,Old Testament,Hebrew,verb,make) unfeeling,,2
H7189,קָשֶׁט קָשׁטּ,Old Testament,Hebrew,noun,i.e. reality,,2
H7190,קְשִׁי,Old Testament,Hebrew,noun,obstinacy,,1
H7191,קִשׁיוֹן,Old Testament,Hebrew,noun location,a place in Israel,,2
H7192,קְשִׂיטָּה,Old Testament,Hebrew,noun,an ingot (as definitely estimated and stamped for a coin),,3
H7193,קַשׂקֶשֶׂת,Old Testament,Hebrew,noun,scale.,,8
H7194,קָשַׁר,Old Testament,Hebrew,verb,"(make a) conspire(-acy, -ator), join together, knit, stronger, work (treason)",,44
H7195,קֶשֶׁר,Old Testament,Hebrew,noun,"conspiracy, treason.",,16
H7196,קִשּׁוּר,Old Testament,Hebrew,noun,headband.,,2
H7197,קָשַׁשׁ,Old Testament,Hebrew,verb,(figuratively) to assemble,,8
H7198,קֶשֶׁת,Old Testament,Hebrew,noun,"+ arrow, bow((-man, -shot))",,77
H7199,קַשָּׁת,Old Testament,Hebrew,noun,a bowman,,1
H7200,רָאָה,Old Testament,Hebrew,verb,"literally or figuratively (in numerous applications, direct and implied, transitive, intransitive and causative)","చూడటానికి, అక్షరాలా లేదా అలంకారికంగా (అనేక అనువర్తనాల్లో, ప్రత్యక్ష మరియు పరోక్ష, ట్రాన్సిటివ్, ఇంట్రాన్సిటివ్ మరియు కాసేటివ్)",1315
H7201,רָאָה,Old Testament,Hebrew,noun,from its sharp sight),,1
H7202,רָאֶה,Old Testament,Hebrew,adjective,i.e. experiencing,,1
H7203,רוֹאֶה,Old Testament,Hebrew,noun,a seer (as often rendered); but also (abstractly) a vision,,6
H7204,רוֹאֵה,Old Testament,Hebrew,noun proper,an Israelite,,1
H7205,רְאוּבֵן,Old Testament,Hebrew,noun proper,a son of Jacob,,70
H7206,רְאוּבֵנִי,Old Testament,Hebrew,adjective,Reubenites.,,18
H7207,רַאֲוָה,Old Testament,Hebrew,verb,i.e. satisfaction,,1
H7208,רְאוּמָה,Old Testament,Hebrew,noun proper,a Syrian woman,,1
H7209,רְאִי,Old Testament,Hebrew,noun,a mirror (as seen),,1
H7210,רֳאִי,Old Testament,Hebrew,noun,"look to, (that) see(-th).",,5
H7211,רְאָיָה,Old Testament,Hebrew,noun proper,the name of three Israelites,,4
H7212,רְאִיתּ,Old Testament,Hebrew,noun,sight,,1
H7213,רָאַם,Old Testament,Hebrew,verb,to rise,,1
H7214,רְאֵם רְאֵים רֵים רֵם,Old Testament,Hebrew,noun,a wild bull (from its conspicuousness),,9
H7215,רָאמָה,Old Testament,Hebrew,noun,i.e. perhaps coral,,2
H7216,רָאמוֹת רָאמוֹת,Old Testament,Hebrew,noun location,the name of two places in Israel,,4
A7217,רֵאשׁ,Old Testament,Aramaic,noun,"head, sum.",,14
H7218,רוֹאשׁ,Old Testament,Hebrew,noun,"whether literal or figurative (in many applications, of place, time, rank, itc.)","తల (అత్యంత తేలికగా కదిలినట్లు), అక్షరార్థం లేదా అలంకారికమైనది (అనేక అనువర్తనాల్లో, స్థలం, సమయం, ర్యాంక్, మొదలైనవి)",600
