Strong's Number,Original Word,English Meaning,Telugu Word,Telugu Meaning,Language,Testament
H5963,עַלמוֹן דִּבלָתָימָה,"`Almon Diblathaymah (al-mone' dib-law-thaw'-yem-aw) n/l.",,ధర్మశాస్త్రం,Hebrew,Old Testament
H5964,עָלֶמֶת,"`Alemeth (aw-leh'-meth) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5965,עָלַס,"`alac (aw-las') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H5966,עָלַע,"`ala` (aw-lah') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H5967,עֲלַע,"a rib",,ప్రక్కటెముక,Hebrew,Old Testament
H5968,עָלַף,"`alaph (aw-laf') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H5969,עוּלפֶּה,"`ulpeh (ool-peh') subv.",,అర్థం తెలియదు,Hebrew,Old Testament
H5970,עָלַץ,"`alats (aw-lats') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H5971,עַם,"a people (as a congregated unit)",ఆమ్,ప్రజలు,Hebrew,Old Testament
H5972,עַם,"people",,ప్రజలు,Hebrew,Old Testament
H5973,עִם,"`im (eem) prep.",ఇమ్,తో,Hebrew,Old Testament
H5974,עִם,"`im (eem) prep.",,తో,Hebrew,Old Testament
H5975,עָמַד,"`amad (aw-mad') v.",ఆమద్,నిలబడు,Hebrew,Old Testament
H5976,עָמַד,"`amad (aw-mad') v.",,నిలుచు,Hebrew,Old Testament
H5977,עוֹמֶד,"a spot (as being fixed)",,ఒక స్థిరమైన మచ్చ,Hebrew,Old Testament
H5978,עִמָּד,"`immad (im-mawd') prep.",,ఇమ్మాడు,Hebrew,Old Testament
H5979,עֶמדָּה,"a station",,ఒక స్టేషన్,Hebrew,Old Testament
H5980,עוּמָּה,"conjunction",,సమ్మేళనం,Hebrew,Old Testament
H5981,עוּמָּה,"`Ummah (oom-maw') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H5982,עַמּוּד עַמּוּד,"a column (as standing)",,స్తంభము,Hebrew,Old Testament
H5983,עַמּוֹן,"`Ammown (am-mone') n/p.",,ఒకటి,Hebrew,Old Testament
H5984,עַמּוֹנִי,"`Ammowniy (am-mo-nee') adj.",,అమ్మోనీయుడు,Hebrew,Old Testament
H5985,עַמּוֹנִיתּ,"Ammowniyth (am-mo-neeth') adj.",,అమ్మోనీయురాలు,Hebrew,Old Testament
H5986,עָמוֹס,"`Amowc (aw-moce') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5987,עָמוֹק,"`Amowq (aw-moke') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5988,עַמִּיאֵל,"`Ammiy'el (am-mee-ale') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5989,עַמִּיהוּד,"`Ammiyhuwd (am-mee-hood') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5990,עַמִּיזָבָד,"`Ammiyzabad (am-mee-zaw-bawd') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5991,עַמִּיחוּר,"`Ammiychuwr (am-mee-khoor') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5992,עַמִּינָדָב,"`Ammiynadab (am-mee-naw-dawb') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5993,עַמִּי נָדִיבּ,"`Ammiy Nadiyb (am-mee' naw-deeb') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H5994,עֲמִיק,"`amiyq (am-eek') adj.",,లోతైన,Hebrew,Old Testament
H5995,עָמִיר,"a bunch of grain",,వర్షం,Hebrew,Old Testament
H5996,עַמִּישַׁדַּי,"`Ammiyshadday (am-mee-shad-dah'ee) n/p.",,దినము,Hebrew,Old Testament
H5997,עָמִיתּ,"companionship",,సాంగత్యం,Hebrew,Old Testament
H5998,עָמַל,"`amal (aw-mal') v.",,శ్రమపడు,Hebrew,Old Testament
H5999,עָמָל,"`amal (aw-mawl') n-e.",,శ్రమ,Hebrew,Old Testament
H6000,עָמָל,"`Amal (aw-mawl') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H6001,עָמֵל,"`amel (aw-male') adj.",,కష్టించి పనిచేసే,Hebrew,Old Testament
H6002,עֲמָלֵק,"`Amaleq (am-aw-lake') n/p.",,అమాలేకు,Hebrew,Old Testament
H6003,עֲמָלֵקִי,"`Amaleqiy (am-aw-lay-kee') adj.",,అమలకయడ,Hebrew,Old Testament
H6004,עָמַם,"`amam (aw-mam') v.",,సన్నిధిలో ఉండు,Hebrew,Old Testament
H6005,עִמָּנוּאֵל,"`Immanuw'el (im-maw-noo-ale') n/p.",,మనిషి,Hebrew,Old Testament
H6006,עָמַס עָמַשׂ,"`amac (aw-mas') (or mamas aw-mas') v.",,బలపరచు,Hebrew,Old Testament
H6007,עֲמַסיָה,"`Amacyah (am-as-yaw') n/p.",,అమజ్యా,Hebrew,Old Testament
H6008,עַמעָד,"`Am`ad (am-awd') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H6009,עָמַק,"`amaq (aw-mak') v.",,లోతుగా తవ్వు,Hebrew,Old Testament
H6010,עֵמֶק,"a vale (i.e. broad depression)",,లోయ,Hebrew,Old Testament
H6011,עוֹמֶק,"depth",,లోతు,Hebrew,Old Testament
H6012,עָמֵק,"`ameq (aw-make') adj.",,లోతైన,Hebrew,Old Testament
H6013,עָמוֹק,"`amoq (aw-moke') adj.",,లోతు,Hebrew,Old Testament
H6014,עָמַר,"`amar (aw-mar') v.",,చెప్పు,Hebrew,Old Testament
H6015,עֲמַר,"wool",,గొర్రె ఊలు,Hebrew,Old Testament
H6016,עוֹמֶר,"(properly) a heap",,సరిగ్గా ఒక కుప్ప,Hebrew,Old Testament
H6017,עֲמוֹרָה,"`Amorah (am-o-raw') n/l.",,గొమొర్రా,Hebrew,Old Testament
H6018,עָמרִי,"`Omriy (om-ree') n/p.",,ఒమ్రీ,Hebrew,Old Testament
H6019,עַמרָם,"`Amram (am-rawm') n/p.",,అమ్రాము,Hebrew,Old Testament
H6020,עַמרָמִי,"`Amramiy (am-raw-mee') adj.",,అమ్రామీయుడు,Hebrew,Old Testament
H6021,עֲמָשָׂא,"`Amasa' (am-aw-saw') n/p.",,అమాశా,Hebrew,Old Testament
H6022,עֲמָשַׂי,"`Amasay (am-aw-sah'-ee) n/p.",,అమాసాయి,Hebrew,Old Testament
H6023,עֲמַשׁסַי,"`Amashcay (am-ash-sah'-ee) n/p.",,అమాష్షయి,Hebrew,Old Testament
H6024,עֲנָב,"`Anab (an-awb') n/l.",,అనాబు,Hebrew,Old Testament
H6025,עֵנָב,"a grape",,ద్రాక్ష,Hebrew,Old Testament
H6026,עָנַג,"`anag (aw-nag') v.",,బాధింపచేయు,Hebrew,Old Testament
H6027,עוֹנֶג,"luxury",,విలాసవంతమైన,Hebrew,Old Testament
H6028,עָנוֹג,"`anog (aw-nogue') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6029,עָנַד,"`anad (aw-nad') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6030,עָנָה,"`anah (aw-naw') v.",ఆనా,జవాబిచ్చు,Hebrew,Old Testament
H6031,עָנָה,"`anah (aw-naw') v.",,జవాబిచ్చు,Hebrew,Old Testament
H6032,עֲנָה,"`anah (an-aw') v.",,అనా,Hebrew,Old Testament
H6033,עֲנָה,"`anah (an-aw') adj.",,అనా,Hebrew,Old Testament
H6034,עֲנָה,"`Anah (an-aw') n/p.",,అనా,Hebrew,Old Testament
H6035,עָנָו עָנָיו,"depressed (figuratively)",,నిరుత్సాహంగా,Hebrew,Old Testament
H6036,עָנוּב,"`Anuwb (aw-noob') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H6037,עַנוָה,"mildness (royal)",,రాజరిక మృదుత్వం,Hebrew,Old Testament
H6038,עֲנָוָה,"condescension",,దయ,Hebrew,Old Testament
H6039,עֱנוּת,"affliction",,బాధ,Hebrew,Old Testament
H6040,עֳנִי,"depression",,నిరాశ,Hebrew,Old Testament
H6041,עָנִי,"`aniy (aw-nee') adj.",,పేదవాడు,Hebrew,Old Testament
H6042,עוּנִּי,"`Unniy (oon-nee') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H6043,עֲנָיָה,"`Anayah (an-aw-yaw') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H6044,עָנִים,"`Aniym (aw-neem') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H6045,עִניָן,"bustle",,సందడి,Hebrew,Old Testament
H6046,עָנֵם,"`Anem (aw-name') n/l.",,పేరు,Hebrew,Old Testament
H6047,עֲנָמִים,"`Anamim (an-aw-meem') n/p.",,అనామీము,Hebrew,Old Testament
H6048,עֲנַמֶּלֶך,"`Anammelek (an-am-meh'-lek) n/t.",,అర్థం తెలియదు,Hebrew,Old Testament
H6049,עָנַן,"`anan (aw-nan') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6050,עֲנַן,"cloud",,మేఘం,Hebrew,Old Testament
H6051,עָנָן,"a cloud (as covering the sky)",,ఆకాశం,Hebrew,Old Testament
H6052,עָנָן,"`Anan (aw-nawn') n/p.",,మేఘము,Hebrew,Old Testament
H6053,עֲנָנָה,"cloudiness",,మేఘం,Hebrew,Old Testament
H6054,עֲנָנִי,"`Ananiy (an-aw-nee') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H6055,עֲנַניָה,"`Ananyah (an-an-yaw') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H6056,עֲנַף עֶנֶף,"a twig (as covering the limbs)",,అవయవాలను కప్పి ఉంచే కొమ్మ,Hebrew,Old Testament
H6057,עָנָף,"a twig (as covering the limbs)",,అవయవాలను కప్పి ఉంచే కొమ్మ,Hebrew,Old Testament
H6058,עָנֵף,"`aneph (aw-nafe') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6059,עָנַק,"`anaq (aw-nak') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6060,עָנָק,"a necklace (as if strangling)",,ఉక్కిరిబిక్కిరి చేసేలా ఉండే నెక్లెస్,Hebrew,Old Testament
H6061,עָנָק,"`Anaq (aw-nawk') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H6062,עֲנָקִי,"`Anaqiy (an-aw-kee') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6063,עָנֵר,"`Aner (aw-nare') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H6064,עָנַשׁ,"`anash (aw-nash') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6065,עֲנַשׁ,"`anash (an-ash') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6066,עוֹנֶשׁ,"a fine",,జరిమానా,Hebrew,Old Testament
H6067,עֲנָת,"`Anath (an-awth') n/p.",,ఓఫీరు,Hebrew,Old Testament
H6068,עֲנָתוֹת,"`Anathowth (an-aw-thoth') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H6069,עַנתּוֹתִי עַנְּתוֹתִי,"`Anthothiy (an-tho-thee') (or rAnnthowthiy an-ne-tho-thee') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6070,עַנתּוֹתִיָה,"`Anthothiyah (an-tho-thee-yaw') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H6071,עָסִיס,"must or fresh grape-juice (as just trodden out)",,క్రొత్త ద్రాక్షారసం,Hebrew,Old Testament
H6072,עָסַס,"`acac (aw-sas') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6073,עֳפֶא,"a bough (as covering the tree)",,చెట్టు,Hebrew,Old Testament
H6074,עֳפִי,"a twig",,చిగురు కొమ్మ,Hebrew,Old Testament
H6075,עָפַל,"`aphal (aw-fal') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6076,עוֹפֶל,"a tumor",,గడ్డ,Hebrew,Old Testament
H6077,עוֹפֶל,"`Ophel (o'-fel) n/l.",,ఒఫెల్,Hebrew,Old Testament
H6078,עָפנִי,"`Ophniy (of-nee') n/l.",,ఒఫ్నీ,Hebrew,Old Testament
H6079,עַפעַף,"an eyelash (as fluttering)",,కన్ను,Hebrew,Old Testament
H6080,עָפַר,"`aphar (aw-far') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6081,עֵפֶר,"`Epher (ay'-fer) n/p.",,ఏఫెర్,Hebrew,Old Testament
H6082,עוֹפֶר,"a fawn (from the dusty color)",,దుమ్ము రంగు నుండి జింక పిల్ల,Hebrew,Old Testament
H6083,עָפָר,"dust (as powdered or gray)",,ధూళి,Hebrew,Old Testament
H6084,עָפרָה,"`Ophrah (of-raw') n/l.",,ఒఫ్రా,Hebrew,Old Testament
H6085,עֶפרוֹן,"`Ephrown (ef-rone') n/l.",,ఒకటి,Hebrew,Old Testament
H6086,עֵץ,"a tree (from its firmness)",ఏత్స్,చెట్టు,Hebrew,Old Testament
H6087,עָצַב,"`atsab (aw-tsab') v.",,దుఃఖించు,Hebrew,Old Testament
H6088,עֲצַב,"`atsab",,అర్థం తెలియదు,Hebrew,Old Testament
H6089,עֶצֶב,"an earthen vessel",,భూమి,Hebrew,Old Testament
H6090,עוֹצֶב,"an idol (as fashioned)",,ఒకటి,Hebrew,Old Testament
H6091,עָצָב,"an (idolatrous) image",,విగ్రహం,Hebrew,Old Testament
H6092,עָצֵב,"a (hired) workman",,మనిషి,Hebrew,Old Testament
H6093,עִצָּבוֹן,"worrisomeness",,చింత,Hebrew,Old Testament
H6094,עַצֶּבֶת,"a idol",,విగ్రహం,Hebrew,Old Testament
H6095,עָצָה,"`atsah (aw-tsaw') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6096,עָצֶה,"the spine (as giving firmness to the body)",,శరీరానికి దృఢత్వం ఇచ్చే వెన్నెముక,Hebrew,Old Testament
H6097,עֵצָה,"timber",,ఆలోచన,Hebrew,Old Testament
H6098,עֵצָה,"advice",,ఆలచన,Hebrew,Old Testament
H6099,עָצוּם עָצוּם,"`atsuwm (aw-tsoom') (or matsum aw-tsoom') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6100,עֶציוֹן גֶּבֶר עֶציוֹן גֶּבֶר,"`Etsyown (ets-yone' gheh'ber) ((shorter) Etsyon Geber) n/l.",,ఒకటి,Hebrew,Old Testament
H6101,עָצַל,"`atsal (aw-tsal') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6102,עָצֵל,"`atsel (aw-tsale') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6103,עַצלָה,"(as abstractly) indolence",,బద్ధకం,Hebrew,Old Testament
H6104,עַצלוּת,"indolence",,బద్ధకం,Hebrew,Old Testament
H6105,עָצַם,"`atsam (aw-tsam') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6106,עֶצֶם,"a bone (as strong)",,బలమైన,Hebrew,Old Testament
H6107,עֶצֶם,"`Etsem (eh'-tsem) n/l.",,ఎముక,Hebrew,Old Testament
H6108,עוֹצֶם,"power",,శక్తి,Hebrew,Old Testament
H6109,עָצמָה,"powerfulness",,శక్తివంతమైనది,Hebrew,Old Testament
H6110,עַצּוּמָה,"a bulwark",,యుద్ధం,Hebrew,Old Testament
H6111,עַצמוֹן עַצמוֹן,"`Atsmown (ats-mone') (or iAtsmon ats-mone') n/l.",,ఒకటి,Hebrew,Old Testament
H6112,עֵצֶן,"a spear",,చెవి,Hebrew,Old Testament
H6113,עָצַר,"`atsar (aw-tsar') v.",,ఆపెను,Hebrew,Old Testament
H6114,עֶצֶר,"restraint",,వర్షం,Hebrew,Old Testament
H6115,עוֹצֶר,"closure",,మూసివేత,Hebrew,Old Testament
H6116,עֲצָרָה עֲצֶרֶת,"an assembly",,సమావేశం,Hebrew,Old Testament
H6117,עָקַב,"`aqab (aw-kab') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6118,עֵקֶב,"`eqeb (ay'-keb) adv.",,ఎందుకంటే,Hebrew,Old Testament
H6119,עָקֵב עִקְּבָה,"a heel (as protuberant)",,మడమ,Hebrew,Old Testament
H6120,עָקֵב,"`aqeb (aw-kabe') adj.",,మడమ,Hebrew,Old Testament
H6121,עָקוֹב,"`aqob (aw-kobe') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6122,עָקבָּה,"trickery",,మోసము,Hebrew,Old Testament
H6123,עָקַד,"`aqad (aw-kad') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6124,עָקוֹד,"`aqod (aw-kode') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6125,עָקָה,"constraint",,వర్షం,Hebrew,Old Testament
H6126,עַקּוּב,"`Aqquwb (ak-koob') n/p.",,యాకూబు,Hebrew,Old Testament
H6127,עָקַל,"`aqal (aw-kal') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6128,עֲקַלקַל,"`aqalqal (ak-al-kal') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6129,עֲקַלָּתוֹן,"`aqallathown (ak-al-law-thone') adj.",,ధర్మశాస్త్రం,Hebrew,Old Testament
H6130,עָקָן,"`Aqan (aw-kawn') n/p.",,ఆకాను,Hebrew,Old Testament
H6131,עָקַר,"`aqar (aw-kar') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6132,עֲקַר,"`aqar (ak-ar') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6133,עֵקֶר,"stock",,వంశం,Hebrew,Old Testament
H6134,עֵקֶר,"`Eqer (ay'-ker) n/p.",,ఏకెరు,Hebrew,Old Testament
H6135,עָקָר,"`aqar (aw-kawr') adj.",,గొడ్రాలు,Hebrew,Old Testament
H6136,עִקַּר,"a stock",,ఒక జాతి,Hebrew,Old Testament
H6137,עַקרָב,"a scorpion",,తేలు,Hebrew,Old Testament
H6138,עֶקרוֹן,"`Eqrown (ek-rone') n/l.",,ఒకటి,Hebrew,Old Testament
H6139,עֶקרוֹנִי עֶקרוֹנִי,"`Eqrowniy (ek-ro-nee') (or mEqroniy ek-ro-nee') adj.",,ఎక్రోనీయుడు,Hebrew,Old Testament
H6140,עָקַשׁ,"`aqash (aw-kash') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6141,עִקֵּשׁ,"`iqqesh (ik-kashe') adj.",,వంకరైన,Hebrew,Old Testament
H6142,עִקֵּשׁ,"`Iqqesh (ik-kashe') n/p.",,ఇక్కేష్,Hebrew,Old Testament
H6143,עִקְּשׁוּת,"perversity",,మూర్ఖత్వం,Hebrew,Old Testament
H6144,עָר,"`Ar (awr) n/l.",,ఆర్,Hebrew,Old Testament
H6145,עָר,"a foe (as watchful for mischief)",,అపాయం కోసం కనిపెట్టుకొని ఉండే శత్రువు,Hebrew,Old Testament
H6146,עָר,"enemy",,శత్రువు,Hebrew,Old Testament
H6147,עֵר,"`Er (ayr) n/p.",,ఏరు,Hebrew,Old Testament
H6148,עָרַב,"`arab (aw-rab') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6149,עָרֵב,"`areb (aw-rabe') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6150,עָרַב,"`arab (aw-rab') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6151,עֲרַב,"`arab (ar-ab') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H6152,עֲרָב עֲרַב,"Arab (ar-awb') (or mArab ar-ab') n/l.",,అరబ్బులు,Hebrew,Old Testament
H6153,עֶרֶב,"dusk",,సాయంత్రము,Hebrew,Old Testament
H6154,עֵרֶב עֶרֶב,"the web (or transverse threads of cloth)",,గుడ్డ యొక్క అడ్డు దారాలు,Hebrew,Old Testament
H6155,עָרָב,"a willow (from the use of osiers as wattles)",,విల్లో చెట్టు,Hebrew,Old Testament
H6156,עָרֵב,"`areb (aw-rabe') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H6157,עָרוֹב,"a mosquito (from its swarming)",,యుద్ధం,Hebrew,Old Testament
H6158,עוֹרֵב עוֹרֵב,"a raven (from its dusky hue)",,ఆకాశం,Hebrew,Old Testament
H6159,עוֹרֵב עוֹרֵב,"`Oreb (o-rabe') (or mOwreb o-rabe') n/l.",,ఓరేబు,Hebrew,Old Testament
H6160,עֲרָבָה,"a desert",,ఎడారి,Hebrew,Old Testament
H6161,עֲרוּבָּה,"something given as security",,హామీగా ఇచ్చినది,Hebrew,Old Testament
H6162,עֲרָבוֹן,"a pawn (given as security)",,పూచీకత్తుగా ఇచ్చిన వస్తువు,Hebrew,Old Testament
H6163,עֲרָבִי עַרבִּי,"`Arabiy (ar-aw-bee') (or mArbiy ar-bee') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
